"birthdate","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","user_id","bargain_hunter_index","flight_index","browsing_index","hotel_index","discount_flight_proportion","total_hotel_spending","cancellation_pref","avg_cost_per_night","avg_rooms_booked","total_free_checked_bag","is_frequent_traveler","is_flight_discount_lover","is_hotel_discount_lover","preferred_perk","user_group_classification"
"1991-10-27","F","false","false","usa","tucson","DMA","32.166","-110.883","2023-01-11","523395","0.0011146948413245034","0.6178198717473475","0.43530031455872752092","0.32757441301534479571","0.6666666666666666","2098","0","699.3333333333333333","1.00000000000000000000","24","false","true","false","Exclusive Flight Discount","Exclusive Discount Lover"
"2003-12-14","F","false","true","usa","chicago","MDW","41.786","-87.752","2023-01-23","548872","0","0.6818181818181819","0.05703602587690664134","0.32365501941209095951","3","664","0","664.0000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1978-04-24","F","false","false","usa","louisville","LOU","38.228","-85.664","2022-12-07","454661","0.0012742069331233492","0.4712040152807341","0.41630808950086058520","0.28856535403956369015","0.3333333333333333","1043","0","347.6666666666666667","1.00000000000000000000","8","true","true","false","Free Hotel Night with Flight","Frequent Traveler"
"1973-03-08","F","false","false","usa","amarillo","AMA","35.219","-101.706","2022-12-30","499461","0","0","0.29243575286367143451","0.31028840820854132002","0","1087","0","543.5000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1986-11-13","F","false","true","usa","tulsa","TUL","36.198","-95.888","2023-01-05","512193","0","0.25757575757575757","0.13912546738678853344","0.28727121464226289517","1","336","0","336.0000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1966-08-28","F","true","false","usa","indianapolis","IND","39.717","-86.294","2023-01-27","556019","0","0.20528817587641118","0.36860084024769026846","0.28764096875577740802","0.3333333333333333","1018","0","339.3333333333333333","1.00000000000000000000","9","true","false","false","Free Hotel Night with Flight","Frequent Traveler"
"1978-05-16","F","false","false","usa","boston","BOS","42.364","-71.005","2023-01-04","510365","0","0.04411764705882353","0.53026885868597542881","0.45755684969495285635","0","7009","0","744.2500000000000000","1.5000000000000000","8","false","false","false","Free Checked Bags","Luxury Traveler"
"1972-08-24","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-12-15","469824","0","0.4693998811645871","0.29926108374384236453","0.38724348308374929838","0.6666666666666666","2298","0","486.0000000000000000","1.3333333333333333","16","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1996-01-28","F","false","false","usa","houston","IAH","29.98","-95.34","2022-12-27","494590","0.0009769614283791797","0.6028553961950228","0.41345925574218054484","0.45010399334442595674","0.75","5686","0","1240.5000000000000000","1.2500000000000000","16","false","true","true","Exclusive Hotel Discount","Luxury Traveler"
"1957-08-12","F","true","false","usa","montgomery","MXF","32.379","-86.362","2023-01-29","559441","0","0.661319073083779","0.14205261125948786937","0.30024958402662229617","1","453","0","453.0000000000000000","1.00000000000000000000","9","false","false","false","Free Checked Bags","Comfort Seeker"
"1976-12-21","F","false","false","usa","anchorage","EDF","61.251","-149.806","2023-01-10","522276","0","0.2647058823529412","0.27285002077274615704","0.55124792013311148087","0","1688","0","462.0000000000000000","2.0000000000000000","16","false","false","false","Free Checked Bags","Family Traveler"
"1981-04-15","M","false","false","usa","tallahassee","TLH","30.396","-84.35","2023-03-10","651491","0.0011327624460294383","0.3840314836482816","0.99759629651611371595","0.30688667036420780181","0.5","3077","1","512.8333333333333333","1.00000000000000000000","8","false","true","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"2006-09-15","F","false","false","usa","richmond","RIC","37.505","-77.319","2023-01-19","539493","0","0.6363636363636364","0.04038485654935010980","0.00000000000000000000","0","","0","","","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1978-02-25","F","true","false","usa","tulsa","TUL","36.198","-95.888","2023-01-16","534842","0.008659406353478769","0.8686231047875392","0.28365184877440797673","0.26780366056572379368","2.5","321","0","160.5000000000000000","1.00000000000000000000","0","false","true","false","Exclusive Flight Discount","Exclusive Discount Lover"
"1979-02-14","M","true","true","usa","charlotte","CLT","35.214","-80.943","2023-01-14","529602","0","0.571078431372549","0.98839693750370941896","0.39792013311148086522","0.25","2667","1","1333.5000000000000000","1.00000000000000000000","16","true","false","false","Free Hotel Night with Flight","Frequent Traveler"
"1980-06-27","F","false","false","usa","tulsa","TUL","36.198","-95.888","2023-01-24","550459","0","0.08823529411764706","0.48730884138194815386","0.30731188759474949159","0","1550","0","516.6666666666666667","1.00000000000000000000","18","false","false","false","Free Checked Bags","Comfort Seeker"
"1985-08-26","F","true","false","usa","kansas city","MCI","39.297","-94.714","2022-06-06","204997","0.00257705095556035","0.7171229285089586","1.27438118582705205057","0.49524403771491957848","0.6","4668","2","1084.0000000000000000","1.5000000000000000","16","true","true","true","Free Cancellation","Frequent Traveler"
"1976-03-24","F","true","true","usa","chicago","ORD","41.979","-87.904","2023-01-29","559758","0","0","0.02474924327853285061","0.34517470881863560732","0","858","0","858.0000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1991-06-24","F","false","true","usa","austin","AUS","30.194","-97.67","2023-01-31","564596","0","0.1323529411764706","0.53988367262152056502","0.49243621741541874653","0","2863","0","495.2500000000000000","1.7500000000000000","24","false","false","false","Free Checked Bags","Family Traveler"
"1975-04-26","F","false","false","canada","winnipeg","YWG","49.91","-97.234","2022-12-27","494985","0","0.058823529411764705","0.81297109620749005876","0.32787021630615640599","0","3510","0","702.0000000000000000","1.00000000000000000000","16","false","false","false","Free Checked Bags","Comfort Seeker"
"1985-04-15","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-05","512443","0","0.08823529411764706","0.27771677844382455932","0.28987798114254021076","0","719","0","359.5000000000000000","1.00000000000000000000","8","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1999-05-12","F","false","false","usa","portland","PWM","43.646","-70.309","2022-12-17","474278","0","0.36363636363636365","0.01477832512315270936","0.00000000000000000000","0","","0","","","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1989-08-23","F","false","true","usa","columbus","CMH","39.998","-82.892","2023-01-17","536099","0","0.40530303030303033","0.27795418125704789602","0.39807958957293399889","0.25","3264","0","771.5000000000000000","1.2500000000000000","0","false","false","false","Luxury Hotel","Family Traveler"
"1983-12-04","F","true","false","usa","new york","JFK","40.64","-73.779","2023-01-30","561846","0","0.28992869875222815","0.97759510950204759926","0.36036235903124421426","0.4","1203","1","243.6666666666666667","1.3333333333333333","24","false","false","true","Exclusive Hotel Discount","Family Traveler"
"1976-01-04","F","false","false","canada","quebec","YQB","46.788","-71.398","2022-12-30","499366","0.0004020346326382202","0.6524255513512704","0.54920173304053653036","0.56884821593640229248","0.25","2246","0","620.6666666666666667","2.0000000000000000","16","true","true","false","Free Hotel Night with Flight","Frequent Traveler"
"1979-08-14","M","true","true","usa","shreveport","BAD","32.502","-93.663","2023-02-10","584531","0.003029270570072649","0.536686071414893","0.28477951213721882604","0.41894065446478092069","1","3046","0","1523.0000000000000000","1.00000000000000000000","8","false","true","false","Exclusive Flight Discount","Exclusive Discount Lover"
"2001-02-11","F","false","false","usa","phoenix","LUF","33.535","-112.383","2023-01-06","513714","0","0.5606060606060606","0.13954092230992937266","0.00000000000000000000","2","","0","","","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1976-01-26","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-04","510067","0.0000533577353861687","0.23052806955582275","0.36438034573763032425","0.36613976705490848586","0.25","4188","0","1047.0000000000000000","1.00000000000000000000","0","true","true","false","Free Hotel Night with Flight","Frequent Traveler"
"1983-07-28","F","false","false","usa","stockton","SCK","37.894","-121.239","2022-06-20","220725","0","0.37468805704099817","0.99113696169241827738","0.30108153078202995008","0.4","1842","1","460.5000000000000000","1.00000000000000000000","9","true","false","false","Free Hotel Night with Flight","Frequent Traveler"
"2004-08-26","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-08","518041","0","0","0.03561042198350050448","0.30102606766500277316","0","460","0","460.0000000000000000","1.00000000000000000000","0","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1994-08-14","F","true","true","canada","edmonton","YXD","53.573","-113.521","2023-01-24","549777","0","0","0.15746483470829129325","0.25998336106489184692","0","90","0","90.0000000000000000","1.00000000000000000000","0","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1980-06-13","M","false","false","usa","tallahassee","TLH","30.396","-84.35","2023-01-04","508912","0","0.3533868092691622","0.89147766870437414683","0.26830282861896838602","0.5","495","1","165.0000000000000000","1.00000000000000000000","16","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1978-05-01","F","false","false","usa","reno","RNO","39.498","-119.768","2023-02-19","606635","0.0005901294118551123","0.40951881041236887","0.30228796961243990741","0.40618413754853022740","1","2816","0","1408.0000000000000000","1.00000000000000000000","0","false","true","false","Exclusive Flight Discount","Exclusive Discount Lover"
"1975-01-22","F","false","false","usa","tampa","MCF","27.849","-82.521","2023-01-12","526445","0","0.40641711229946526","0.26972916316827243291","0.27425586984655204290","1","656","0","218.6666666666666667","1.00000000000000000000","9","false","false","false","Free Checked Bags","Comfort Seeker"
"2003-03-21","F","false","false","usa","chicago","MDW","41.786","-87.752","2023-02-01","566749","0","0.2727272727272727","0.00854650127604012108","0.00000000000000000000","0","","0","","","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1979-04-09","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-07","515409","0.001759113129232026","0.5879965254030021","0.43393524838269333492","0.44240155296727676929","0.3333333333333333","1248","0","232.0000000000000000","1.6666666666666667","24","true","true","false","Free Hotel Night with Flight","Frequent Traveler"
"1970-12-28","F","false","false","usa","houston","EFD","29.607","-95.159","2023-02-06","577386","0","0.482174688057041","0.31938097216452014956","0.52961730449251247920","1","534","0","267.0000000000000000","2.0000000000000000","8","false","false","false","Free Checked Bags","Family Traveler"
"1980-10-23","F","true","false","usa","nashville","BNA","36.124","-86.678","2022-12-31","501794","0","0.1323529411764706","0.54433497536945812808","0.30854132002218524681","0","2111","0","527.7500000000000000","1.00000000000000000000","24","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1987-03-08","F","false","true","usa","kansas city","MCI","39.297","-94.714","2023-01-07","516556","0","0","0.15568431360911626803","0.33019966722129783694","0","723","0","723.0000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1982-03-07","F","false","true","usa","new york","LGA","40.777","-73.872","2023-01-09","519853","0.0016640997551171548","0.40340014040371464","0.27409638554216867470","0.31433721575152523572","1","580","0","580.0000000000000000","1.00000000000000000000","0","false","true","false","Exclusive Flight Discount","Family Traveler"
"1965-01-25","F","true","false","usa","philadelphia","PHL","39.872","-75.241","2023-01-25","552653","0","0.303030303030303","0.74389954853898352028","0.29466629691255315216","1","1208","1","402.6666666666666667","1.00000000000000000000","0","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1988-07-27","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-11","524080","0.0002330545383994473","0.24020576907612104","0.43731972223870852870","0.38709558143834349324","0.5","1606","0","484.6666666666666667","1.3333333333333333","0","true","true","false","Free Hotel Night with Flight","Frequent Traveler"
"2006-12-06","M","false","false","usa","charlotte","CLT","35.214","-80.943","2023-02-13","592372","0","0.17647058823529413","0.28756899519259303223","0.29370493621741541875","0","394","0","394.0000000000000000","1.00000000000000000000","8","false","false","false","Free Checked Bags","Family Traveler"
"1953-09-03","F","false","false","usa","washington","IAD","38.944","-77.456","2023-01-12","525176","0","0.4340463458110517","0.20909994658436702475","0.27706600110926234054","1","244","0","244.0000000000000000","1.00000000000000000000","8","false","false","false","Free Checked Bags","Comfort Seeker"
"1988-04-16","F","false","true","usa","new york","JFK","40.64","-73.779","2023-01-11","523771","0","0.4693998811645871","0.15366638969671790611","0.51535403956369015439","0.6666666666666666","4924","0","889.6666666666666667","1.6666666666666667","8","false","false","false","Free Checked Bags","Family Traveler"
"1974-09-02","M","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-11","524628","0","0.23737373737373738","0.41618938809424891685","0.28179885376224810501","0.3333333333333333","860","0","286.6666666666666667","1.00000000000000000000","0","true","false","false","Free Hotel Night with Flight","Frequent Traveler"
"1982-12-10","F","true","true","canada","toronto","YKZ","43.862","-79.37","2023-01-11","524880","0","0","0.02041664193720695590","0.00000000000000000000","0","","0","","","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1991-09-28","F","true","false","usa","new york","JFK","40.64","-73.779","2023-01-05","512024","0","0.26515151515151514","0.18221407798682414387","0.59767054908485856905","0.5","2421","0","880.5000000000000000","2.0000000000000000","0","false","false","false","Luxury Hotel","Family Traveler"
"1958-07-21","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-02-10","584787","0","0.40909090909090906","0.65342486546514465085","0.50345257903494176373","1","3876","1","1158.0000000000000000","1.5000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1976-12-24","F","true","true","usa","fresno","FAT","36.776","-119.718","2023-01-13","528455","0.0027666594676940717","0.5927852050958176","0.36168978036283063287","0.38806618598631909780","0.6666666666666666","3734","0","1244.6666666666666667","1.00000000000000000000","18","true","true","true","Free Hotel Night with Flight","Frequent Traveler"
"1967-05-02","F","true","false","usa","washington","IAD","38.944","-77.456","2023-01-28","557134","0","0.08823529411764706","0.29071458246780224346","0.56488075429839156961","0","14142","0","1486.4000000000000000","1.6000000000000000","8","false","false","true","Exclusive Hotel Discount","Luxury Traveler"
"1968-11-15","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-28","558506","0.0006060948849982725","0.3933890716790482","0.26442222090331770431","0.28777038269550748752","0.5","681","0","340.5000000000000000","1.00000000000000000000","8","false","true","false","Exclusive Flight Discount","Exclusive Discount Lover"
"1970-02-04","M","false","false","usa","colorado springs","COS","38.806","-104.7","2023-01-31","563165","0.008345293283349424","0.7077248938677341","0.24614715022981911224","0.34833610648918469218","1.5","1773","0","886.5000000000000000","1.00000000000000000000","9","false","true","false","Exclusive Flight Discount","Exclusive Discount Lover"
"1998-12-22","F","false","false","usa","indianapolis","IND","39.717","-86.294","2023-01-14","530797","0","0.48484848484848486","0.31249629058104338536","0.26913477537437603993","1","345","0","172.5000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1981-07-11","F","true","false","usa","chicago","MDW","41.786","-87.752","2023-01-29","560747","0","0.04411764705882353","0.55311887945872158585","0.37411721205398409224","0","1677","0","367.6666666666666667","1.3333333333333333","8","false","false","true","Exclusive Hotel Discount","Family Traveler"
"1976-12-04","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-02-08","581858","0","0.8988413547237075","0.30092290343640572141","0.25610094287298946201","0.5","55","0","55.0000000000000000","1.00000000000000000000","8","true","false","true","Free Hotel Night with Flight","Frequent Traveler"
"1974-08-20","F","false","true","usa","san antonio","SKF","29.384","-98.581","2023-01-19","540654","0","0.4442959001782531","0.55359368508516825924","0.41870493621741541875","0.5","2440","0","394.0000000000000000","1.5000000000000000","16","false","false","false","Free Checked Bags","Family Traveler"
"1958-05-26","F","true","false","usa","reno","RNO","39.498","-119.768","2022-12-30","499379","0","0.43939393939393934","0.14980776966651499265","0.29808652246256239601","1","867","0","433.5000000000000000","1.00000000000000000000","0","false","false","true","Exclusive Hotel Discount","Exclusive Discount Lover"
"1985-10-20","F","true","false","usa","new york","JFK","40.64","-73.779","2023-02-19","606290","0","0.3999554367201426","0.32739628464597305478","0.37079173599556295064","0.25","3392","0","525.5000000000000000","1.2500000000000000","30","true","false","false","Free Hotel Night with Flight","Frequent Traveler"
"1968-08-12","F","true","true","usa","riverside","RIV","33.881","-117.259","2023-02-07","578396","0","0.6158645276292335","0.14185559973885690545","0.38056017748197448697","1","3531","0","1177.0000000000000000","1.00000000000000000000","8","false","false","false","Free Checked Bags","Comfort Seeker"
"1991-09-13","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-23","548990","0","0.8052584670231729","0.15699002908184461986","0.27595673876871880200","0.5","468","0","234.0000000000000000","1.00000000000000000000","8","true","false","true","Free Hotel Night with Flight","Frequent Traveler"
"1988-10-14","F","true","false","usa","san diego","NZY","32.699","-117.215","2023-03-07","644784","0","0.17647058823529413","0.16173808534631135379","0.30058236272878535774","0","456","0","456.0000000000000000","1.00000000000000000000","8","false","false","false","Free Checked Bags","Comfort Seeker"
"1979-02-20","F","true","false","usa","orlando","MCO","28.429","-81.316","2023-01-24","550421","0","0","0.14980859398183868479","0.28239046034387132557","0","292","0","292.0000000000000000","1.00000000000000000000","0","false","false","false","Luxury Hotel","Comfort Seeker"
"1979-12-11","F","false","false","usa","kansas city","MCI","39.297","-94.714","2022-12-05","450615","0.00030791087571327853","0.37914606793620875","0.54670900350169149504","0.27163061564059900166","0.5","585","0","195.0000000000000000","1.00000000000000000000","24","false","true","false","Exclusive Flight Discount","Family Traveler"
"1975-07-19","F","false","false","usa","fort worth","FTW","32.82","-97.362","2023-02-10","585965","0","0.11764705882352941","0.40604041782895127307","0.29366796080606396747","0","1181","0","393.6666666666666667","1.00000000000000000000","16","false","false","false","Free Checked Bags","Comfort Seeker"
